code,file_size,pricesens,link,time,notices,pages
CDC,79.3KB,False,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=01942885,22/01/2018 12:26 PM,Release of CDC Securities from Voluntary Escrow,1
HAR,28.4KB,False,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=01942884,22/01/2018 12:24 PM,Cancel - Consolidation/Split - HAR,3
FET,337.4KB,False,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=01942883,22/01/2018 12:23 PM,Appendix 3Y,2
PKA,75.3KB,False,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=01942882,22/01/2018 12:23 PM,Ceasing to be a substantial holder,2
DAE,1.5MB,False,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=01942881,22/01/2018 12:21 PM,DA3T Investor Report - Jan 2017,50
FET,689.2KB,False,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=01942880,22/01/2018 12:20 PM,Appendix 3B,12
YTM,34.1KB,False,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=01942879,22/01/2018 12:19 PM,Dividend/Distribution - YTMF07,4
JRV,275.3KB,False,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=01942878,22/01/2018 12:19 PM,Results of Meeting,1
TCL,36.1KB,False,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=01942877,22/01/2018 12:19 PM,Update - Dividend/Distribution - TCL,4
KAS,566.6KB,False,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=01942876,22/01/2018 12:19 PM,Director Appointment/Resignation,2
IHR,294.4KB,False,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=01942875,22/01/2018 12:18 PM,Terms & conditions of Performance Rights Plan,17
CYP,222.4KB,True,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=01942874,22/01/2018 12:17 PM,Encouraging Early Data-Cynata Clinical Trial Proceeds,3
IHR,161.9KB,False,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=01942873,22/01/2018 12:08 PM,Terms & conditions of ESOP,17
IHR,323.5KB,False,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=01942872,22/01/2018 12:07 PM,Securities Trading Policy,7
SHK,870.4KB,False,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=01942871,22/01/2018 12:06 PM,Response to ASX appendix 3Y query,4
PRU,321.0KB,False,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=01942870,22/01/2018 12:05 PM,December quarterly conference call,1
IHR,471.0KB,False,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=01942869,22/01/2018 12:05 PM,Constitution,55
IHR,13.3KB,False,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=01942868,22/01/2018 12:03 PM,Top 20 Holders List,2
IHR,11.3KB,False,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=01942867,22/01/2018 12:02 PM,Distribution Schedule,1
IHR,71.3KB,False,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=01942866,22/01/2018 12:02 PM,Supplementary Prospectus,1
IHR,6.8MB,False,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=01942865,22/01/2018 12:01 PM,Replacement Prospectus,106
IHR,404.2KB,False,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=01942864,22/01/2018 11:59 AM,Information Form & Checklist,15
IHR,216.1KB,False,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=01942863,22/01/2018 11:59 AM,Appendix 1A,3
TCL,186.7KB,False,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=01942862,22/01/2018 11:56 AM,Distribution Reinvestment Plan,1
PL8,684.3KB,False,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=01942861,22/01/2018 11:55 AM,Appendix 3B,12
NIU,182.0KB,False,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=01942860,22/01/2018 11:53 AM,Initial Director's Interest Notice,2
WHK,59.9KB,False,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=01942859,22/01/2018 11:50 AM,Updated Proforma Statement of Financial Condition,2
WHK,56.8KB,False,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=01942858,22/01/2018 11:50 AM,Confirmations,3
BRL,9.3MB,True,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=01942857,22/01/2018 11:49 AM,Quarterly Activities Report,4
WHK,155.3KB,False,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=01942856,22/01/2018 11:49 AM,Corporate Governance Statement,13
LML,691.7KB,True,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=01942855,22/01/2018 11:49 AM,Quarterly Activities and Cashflow Report December 2017,9
IHR,287.5KB,False,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=01942854,22/01/2018 11:47 AM,ASX Notice - Admission & Commencement of Official Quotation,2
CFO,120.2KB,True,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=01942853,22/01/2018 11:47 AM,Completes non-dilutive funding for Phase 1 capital expansion,3
WHK,55.0KB,False,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=01942852,22/01/2018 11:45 AM,Securities Trading Policy,7
IHR,245.3KB,True,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=01942851,22/01/2018 11:44 AM,Admission to Official List,1
WHK,222.3KB,False,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=01942850,22/01/2018 11:43 AM,Performance Rights and Option Plan,30
WHK,67.5KB,False,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=01942849,22/01/2018 11:41 AM,Management Accounts 300917,2
AXP,114.0KB,False,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=01942848,22/01/2018 11:39 AM,Quarterly Conference Call and Business Update,2
PIA,184.0KB,False,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=01942847,22/01/2018 11:38 AM,Invite - PIA Investor Roadshow,1
SVY,2.5MB,True,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=01942846,22/01/2018 11:36 AM,Queensland Exploration Update,22
WHK,1.4MB,False,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=01942845,22/01/2018 11:35 AM,WhiteHawk CEC 2017 Financials,22
WHK,1.1MB,False,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=01942844,22/01/2018 11:34 AM,WhiteHawk CEC 2016 Financials,22
WHK,910.4KB,False,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=01942843,22/01/2018 11:33 AM,WhiteHawk CEC 2015 Financials,18
WHK,2.8MB,False,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=01942842,22/01/2018 11:32 AM,Constitution,68
SWF,280.7KB,True,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=01942841,22/01/2018 11:31 AM,SelfWealth - Open Markets transition,2
WHK,2.2MB,False,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=01942840,22/01/2018 11:30 AM,Replacement Prospectus,115
WHK,5.0MB,False,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=01942839,22/01/2018 11:28 AM,Information Form and Checklist,13
IDX,65.8KB,False,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=01942838,22/01/2018 11:28 AM,FY18 Half Year Results Audio Recording,1
SRK,1.4MB,True,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=01942837,22/01/2018 11:27 AM,Burke Graphite Project - Update,7
WHK,1.1MB,False,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=01942836,22/01/2018 11:27 AM,Appendix 1A,3
WHK,69.4KB,False,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=01942835,22/01/2018 11:26 AM,Top 20 Holders,3
WHK,63.2KB,False,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=01942834,22/01/2018 11:26 AM,Distribution Schedule,1
UBI,824.0KB,True,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=01942833,22/01/2018 11:23 AM,Appendix 4C - quarterly,7
BPT,209.5KB,False,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=01942832,22/01/2018 11:23 AM,Change of External Auditor,1
WHK,93.6KB,False,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=01942831,22/01/2018 11:21 AM,Pre-Quotation Disclosure,2
MEB,87.6KB,False,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=01942830,22/01/2018 11:20 AM,Final Director's Interest Notice,2
WHK,95.9KB,False,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=01942829,22/01/2018 11:20 AM,ASX Circular,2
WHK,86.6KB,True,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=01942828,22/01/2018 11:19 AM,Admission to Official List,1
AVG,28.7KB,False,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=01942827,22/01/2018 11:18 AM,FY2018 Half Year Reporting,1
VTI,419.3KB,True,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=01942826,22/01/2018 11:15 AM,Appendix 4C and Cashflow Report Cover Note,8
ESK,186.7KB,True,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=01942825,22/01/2018 11:12 AM,Completion of Canadian Utility Project Stage 2,1
ORB,188.7KB,False,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=01942824,22/01/2018 11:09 AM,mFund - Monthly Redemption Report - ORB01,1
IWM,187.0KB,False,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=01942823,22/01/2018 11:09 AM,mFund - Monthly Redemption Report - IWM07,1
IWM,185.6KB,False,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=01942822,22/01/2018 11:08 AM,mFund - Monthly Redemption Report - IWM06,1
IWM,185.0KB,False,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=01942821,22/01/2018 11:08 AM,mFund - Monthly Redemption Report - IWM05,1
BAS,757.2KB,True,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=01942820,22/01/2018 11:08 AM,December Quarterly Activities Report and Appendix 5B,9
IWM,185.6KB,False,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=01942819,22/01/2018 11:07 AM,mFund - Monthly Redemption Report - IWM04,1
IWM,185.5KB,False,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=01942818,22/01/2018 11:07 AM,mFund - Monthly Redemption Report - IWM03,1
IWM,185.6KB,False,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=01942817,22/01/2018 11:06 AM,mFund - Monthly Redemption Report - IWM02,1
IWM,185.4KB,False,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=01942816,22/01/2018 11:06 AM,mFund - Monthly Redemption Report - IWM01,1
FEC,185.7KB,False,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=01942815,22/01/2018 11:06 AM,mFund - Monthly Redemption Report - FEC01,1
MLO,32.2KB,False,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=01942814,22/01/2018 11:06 AM,mFund - Update of information - MLO02,1
ARV,2.8MB,True,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=01942813,22/01/2018 11:03 AM,First Cobalt/Copper/Gold JORC Resource Carlow Castle Amended,23
EAP,185.2KB,False,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=01942812,22/01/2018 11:03 AM,mFund - Monthly Redemption Report - EAP03,1
KAP,32.1KB,False,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=01942811,22/01/2018 11:03 AM,mFund - Update of information - KAP01,1
EAP,184.3KB,False,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=01942810,22/01/2018 11:03 AM,mFund - Monthly Redemption Report - EAP01,1
AQY,185.5KB,False,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=01942809,22/01/2018 11:02 AM,mFund - Monthly Redemption Report - AQY03,1
AQY,186.3KB,False,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=01942808,22/01/2018 11:01 AM,mFund - Monthly Redemption Report - AQY02,1
BAM,32.5KB,False,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=01942807,22/01/2018 11:01 AM,mFund - Update of information - BAM03,1
AQY,184.8KB,False,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=01942806,22/01/2018 11:01 AM,mFund - Monthly Redemption Report - AQY01,1
BAM,32.4KB,False,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=01942805,22/01/2018 11:00 AM,mFund - Update of information - BAM04,1
ACY,187.9KB,False,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=01942804,22/01/2018 11:00 AM,mFund - Monthly Redemption Report - ACY02,1
ACY,186.3KB,False,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=01942803,22/01/2018 11:00 AM,mFund - Monthly Redemption Report - ACY01,1
BAM,32.5KB,False,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=01942802,22/01/2018 10:59 AM,mFund - Update of information - BAM05,1
ALH,32.5KB,False,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=01942801,22/01/2018 10:58 AM,mFund - Update of information - ALH03,1
ALH,32.5KB,False,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=01942800,22/01/2018 10:56 AM,mFund - Update of information - ALH02,1
MSG,602.3KB,True,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=01942799,22/01/2018 10:56 AM,Stadium contract,1
ALH,32.5KB,False,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=01942798,22/01/2018 10:56 AM,mFund - Update of information - ALH01,1
TEM,32.2KB,False,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=01942797,22/01/2018 10:53 AM,mFund - Update of information - TEM01,1
IMD,291.0KB,False,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=01942796,22/01/2018 10:53 AM,Amended Appendix 3B,10
MAQ,208.7KB,True,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=01942795,22/01/2018 10:51 AM,BPF: Receipt of non-binding indicative proposals,2
BPF,208.7KB,True,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=01942795,22/01/2018 10:51 AM,Receipt of non-binding indicative proposals,2
AXE,531.9KB,False,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=01942794,22/01/2018 10:48 AM,Appendix 3B,12
AUB,296.1KB,False,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=01942793,22/01/2018 10:48 AM,Half Year Resuts FY18 Teleconference Details,1
CTW,73.4KB,False,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=01942792,22/01/2018 10:47 AM,Citifirst DJW Instalment MINIs Dividend Announcement,1
ALL,789.8KB,False,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=01942791,22/01/2018 10:46 AM,Notice of 2018 Annual General Meeting and Proxy Form,15
TUP,96.1KB,False,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=01942790,22/01/2018 10:32 AM,Proposed Issue of Options,2
RGL,3.4MB,True,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=01942789,22/01/2018 10:29 AM,Quarterly Activities Report and Appendix 5B,15
CAN,534.2KB,False,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=01942788,22/01/2018 10:27 AM,Notice given under section 708A(5)(e) of Corporations Act,1
HEG,199.1KB,True,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=01942787,22/01/2018 10:27 AM,Appointment of Managing Director and Finance Director,1
IOF,161.8KB,False,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=01942786,22/01/2018 10:20 AM,Change of Address,1
RCT,430.7KB,False,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=01942785,22/01/2018 10:20 AM,Becoming a substantial holder,12
RCP,492.5KB,True,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=01942784,22/01/2018 10:19 AM,Suspension from Official Quotation,2
ABW,363.0KB,False,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=01942783,22/01/2018 10:15 AM,ABW - NTA Estimate $0.65,1
AOD,366.9KB,False,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=01942782,22/01/2018 10:14 AM,AOD NTA Estimate - $0.6512,2
VCD,275.8KB,True,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=01942781,22/01/2018 10:14 AM,December 2017 valuations,2
HAR,318.7KB,True,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=01942780,22/01/2018 10:14 AM,Suspension from Official Quotation,2
ELS,503.5KB,True,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=01942779,22/01/2018 10:14 AM,Elsight Technology Critical to Protecting US Vice President,2
TIE,1.2MB,True,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=01942778,22/01/2018 10:09 AM,Tietto Commences Extensive RC and Diamond Drilling Program,5
4CE,952.4KB,False,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=01942777,22/01/2018 10:08 AM,Appendix 3B - Conversion of Options,15
CTW,21.4KB,False,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=01942776,22/01/2018 10:08 AM,CitiFirst MINIs Cash Amounts for Trigger Date 19 Jan 18,1
AGS,300.6KB,True,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=01942775,22/01/2018 10:07 AM,Aircore Drilling Completed - Nepean South Project,1
OLI,164.8KB,True,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=01942774,22/01/2018 10:06 AM,Maryborough Land Sale Update,1
CLI,508.5KB,False,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=01942773,22/01/2018 10:06 AM,TV interview with CLI MD on ABC News,2
ADN,777.0KB,False,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=01942772,22/01/2018 10:05 AM,Change in substantial holding - Buratu,3
AYR,31.2KB,True,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=01942771,22/01/2018 10:05 AM,Exploration Update - Ophara Cobalt Gold Project,1
NOX,404.9KB,False,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=01942770,22/01/2018 10:04 AM,KZA: Receipt of securities in Noxopharm Limited (NOX),1
KZA,404.9KB,False,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=01942770,22/01/2018 10:04 AM,Receipt of securities in Noxopharm Limited (NOX),1
AIB,368.8KB,False,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=01942769,22/01/2018 10:03 AM,AIB - NTA Estimate $0.55,1
CAE,855.5KB,True,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=01942768,22/01/2018 10:02 AM,Encouraging Results Extend Western Au Zone,17
BYE,204.3KB,False,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=01942767,22/01/2018 10:02 AM,OEL: SM 71 F3 Development Well Drilling Ahead,1
OEL,204.3KB,False,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=01942767,22/01/2018 10:02 AM,SM 71 F3 Development Well Drilling Ahead,1
BYE,544.8KB,True,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=01942766,22/01/2018 10:02 AM,SM 71 F3 Well Update - Drilling Ahead,2
OEL,544.8KB,True,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=01942766,22/01/2018 10:02 AM,BYE: SM 71 F3 Well Update - Drilling Ahead,2
PNI,655.9KB,True,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=01942765,22/01/2018 10:02 AM,Market update,5
ESE,348.3KB,False,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=01942764,22/01/2018 10:01 AM,Restricted Securities to be Released from ESCROW,1
CMA,133.2KB,False,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=01942763,22/01/2018 10:01 AM,DRP Issue Price for Quarter Ended 31 Dec 17,2
CMA,36.0KB,False,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=01942762,22/01/2018 9:59 AM,Update - Dividend/Distribution - CMA,4
AEB,148.0KB,False,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=01942761,22/01/2018 9:59 AM,Voluntary Suspension,1
VCX,275.8KB,True,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=01942760,22/01/2018 9:58 AM,December 2017 valuations,2
AUP,359.7KB,False,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=01942759,22/01/2018 9:57 AM,AUP - NTA Estimate $4.29,1
XPE,140.8KB,False,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=01942758,22/01/2018 9:57 AM,Expiry of Listed Options,2
MXC,484.4KB,True,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=01942757,22/01/2018 9:57 AM,MXC Signs Exclusive Distribution Agreement with Cult Beauty,2
AFI,83.3KB,False,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=01942756,22/01/2018 9:57 AM,NZX Appendix 7 Form,1
KGN,325.3KB,True,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=01942755,22/01/2018 9:56 AM,Kogan.com quarterly Cash Flow Statement and Trading Update,7
CIP,243.7KB,False,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=01942754,22/01/2018 9:56 AM,Distribution Reinvestment Plan - Issue Price,2
ADX,83.6KB,True,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=01942753,22/01/2018 9:55 AM,Nilde Oil Redevelopment Project - Operating Approvals Update,1
